,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.0,718.0507556089727,0.0,0.0,0.0,0.0,717.1007556089728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,755.842900641024,0.0,0.0,0.0,0.0,654.842900641024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,718.0507556089727,0.0,793.6214743589726,0.0,0.0,0.0,0.0,794.5714743589726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,755.842900641024,0.0,754.7977756410238,0.0,0.0,0.0,0.0,835.3910256410238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,793.6214743589726,0.0,794.5239743589725,0.0,0.0,0.0,0.0,779.3589743589724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,754.7977756410238,0.0,0.0,0.0,0.0,0.0,0.0,836.3410256410237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,682.148217828524,0.0,0.0,0.0,0.0,0.0,0.0,654.842900641024,0.0,0.0,0.0,0.0,754.842900641024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,718.0507556089727,0.0,0.0,0.0,0.0,717.1007556089728,0.0,794.5714743589726,0.0,0.0,0.0,0.0,794.5714743589726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,755.842900641024,0.0,0.0,0.0,0.0,654.842900641024,0.0,835.3910256410238,0.0,0.0,0.0,0.0,836.3910256410238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,793.6214743589726,0.0,0.0,0.0,0.0,794.5714743589726,0.0,779.3589743589724,0.0,0.0,0.0,0.0,879.3589743589724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,754.7977756410238,0.0,0.0,0.0,0.0,835.3910256410238,0.0,836.3410256410237,0.0,0.0,0.0,0.0,925.6410256410237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,794.5239743589725,0.0,0.0,0.0,0.0,779.3589743589724,0.0,0.0,0.0,0.0,0.0,0.0,880.3589743589724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,717.1007556089728,0.0,0.0,0.0,0.0,0.0,0.0,794.5714743589726,0.0,0.0,0.0,0.0,694.5239743589725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.842900641024,0.0,0.0,0.0,0.0,754.842900641024,0.0,836.3910256410238,0.0,0.0,0.0,0.0,836.3410256410237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794.5714743589726,0.0,0.0,0.0,0.0,794.5714743589726,0.0,879.3589743589724,0.0,0.0,0.0,0.0,879.3589743589724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
