,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.0,1204910.6499560545,0.0,0.0,0.0,0.0,1205024.185453026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,1204969.181388382,0.0,0.0,0.0,0.0,1204976.8770502352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,1204965.8617016145,0.0,1204962.9096746596,0.0,0.0,0.0,0.0,1204967.8400296797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,1204963.7679927326,0.0,1204800.3041016385,0.0,0.0,0.0,0.0,1204968.6278743863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,1204717.7428906744,0.0,1203968.2196655986,0.0,0.0,0.0,0.0,1204809.255939293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,1203968.036921185,0.0,0.0,0.0,0.0,0.0,0.0,1204741.3360510867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1205005.386958203,0.0,0.0,0.0,0.0,0.0,0.0,1204991.2868093704,0.0,0.0,0.0,0.0,1205089.653618848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,1204975.9661571146,0.0,0.0,0.0,0.0,1205089.775138132,0.0,1204967.8602257993,0.0,0.0,0.0,0.0,1205093.4800204553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,1204949.4029138535,0.0,0.0,0.0,0.0,1204966.0524041369,0.0,1205043.286152218,0.0,0.0,0.0,0.0,1204942.94526873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,1204967.8644527912,0.0,0.0,0.0,0.0,1204966.6033488149,0.0,1204850.1641265939,0.0,0.0,0.0,0.0,1205064.2625720846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,1203896.3702769773,0.0,0.0,0.0,0.0,1204967.0795782441,0.0,1204788.3092272915,0.0,0.0,0.0,0.0,1204874.3096646057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,1203835.0058901785,0.0,0.0,0.0,0.0,1204865.1891212831,0.0,0.0,0.0,0.0,0.0,0.0,1204451.1806501113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,1205082.3283397418,0.0,0.0,0.0,0.0,0.0,0.0,1205089.1538389937,0.0,0.0,0.0,0.0,1204992.1110136637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
