6,0,2,1,0,1,1,1,0,0,1,1,0,2,2,0,0,0,1,1,3,1,1,1,0,0,0,0,4,0,0,0,0,0,0,1
4,0,2,1,0,2,0,2,1,1,1,1,0,2,2,0,0,0,1,0,3,1,1,1,0,0,0,0,4,0,0,0,0,0,0,1
3,0,2,1,0,1,0,2,1,2,1,1,0,2,2,0,0,0,1,0,3,0,1,1,0,0,0,0,4,0,0,0,0,0,0,1
3,0,2,1,0,1,0,2,0,1,1,1,0,2,2,0,0,0,1,0,3,0,1,1,0,0,0,0,4,0,0,0,0,0,0,1
6,0,2,1,0,2,0,1,0,2,1,1,0,2,2,0,0,0,1,0,3,1,1,1,0,0,0,0,4,0,0,0,0,0,0,1
5,0,2,1,0,3,0,1,0,1,1,1,0,2,2,0,0,0,1,0,3,0,1,1,0,0,0,0,4,0,0,0,0,0,0,1
5,0,2,1,0,2,0,1,1,0,1,1,0,2,2,0,0,0,1,1,3,1,1,1,0,0,0,0,4,0,0,0,0,0,0,1
4,0,2,1,1,1,0,1,0,2,1,1,0,2,2,0,0,0,1,0,3,1,1,1,0,0,0,0,4,0,0,0,0,0,0,1
6,0,2,1,0,3,0,1,1,1,1,1,0,2,2,0,0,0,1,0,3,1,1,1,0,0,0,0,4,0,0,0,0,0,0,1
4,0,2,1,0,2,0,2,0,2,1,1,0,2,2,0,0,0,1,0,3,1,1,1,0,0,0,0,4,0,0,0,0,0,0,1
6,0,0,2,0,1,3,1,1,0,1,1,0,2,2,0,0,0,1,0,0,3,0,0,0,2,1,0,4,0,0,0,0,0,0,2
4,0,0,1,1,1,3,1,1,1,1,1,0,2,2,0,0,0,1,1,0,3,0,0,0,2,1,0,4,0,0,0,0,0,0,2
3,0,0,1,0,1,2,1,0,0,1,1,0,2,2,0,0,0,1,0,0,3,0,0,0,2,1,0,4,0,0,0,0,0,0,2
6,0,0,1,1,3,3,1,1,0,1,1,0,2,2,0,0,0,1,0,0,3,0,0,0,2,1,0,4,0,0,0,0,0,0,2
6,0,0,2,0,1,3,1,1,1,1,1,0,2,2,0,0,0,1,0,0,3,0,0,0,2,1,0,4,0,0,0,0,0,0,2
5,0,0,2,1,3,3,1,1,2,1,1,0,2,2,0,0,0,1,0,0,3,0,0,0,2,1,0,4,0,0,0,0,0,0,2
6,0,0,2,1,0,2,1,0,0,1,1,0,2,2,0,0,0,1,1,0,3,0,0,0,2,1,0,4,0,0,0,0,0,0,2
4,0,0,1,0,2,2,1,0,1,1,1,0,2,2,0,0,0,1,0,0,3,0,0,0,2,1,0,4,0,0,0,0,0,0,2
3,0,0,2,0,2,2,1,0,2,1,1,0,2,2,0,0,0,1,0,0,3,0,0,0,2,1,0,4,0,0,0,0,0,0,2
5,0,0,2,1,2,2,1,0,2,1,1,0,2,2,0,0,0,1,0,0,3,0,0,0,2,1,0,4,0,0,0,0,0,0,2
1,1,2,0,0,2,1,2,0,2,1,0,0,2,2,0,0,0,1,0,1,1,0,1,1,0,0,3,4,0,0,0,0,0,0,3
1,1,2,0,0,1,1,2,0,1,1,0,0,2,2,0,0,0,1,0,1,1,0,1,0,0,0,3,4,0,0,0,0,0,0,3
3,0,2,0,1,3,1,2,0,1,1,0,0,2,2,0,0,0,1,1,1,1,0,1,1,0,0,3,4,0,0,0,0,0,0,3
0,1,2,0,0,0,1,1,1,2,1,0,0,2,2,0,0,0,1,0,1,1,0,1,0,0,0,3,4,0,0,0,0,0,0,3
0,1,2,0,0,1,1,2,1,2,1,0,0,2,2,0,0,0,1,0,1,1,0,1,0,0,0,3,4,0,0,0,0,0,0,3
1,1,2,0,0,3,1,2,0,2,1,0,0,2,2,0,0,0,1,0,1,1,0,1,0,0,0,3,4,0,0,0,0,0,0,3
1,1,2,0,0,0,1,1,0,1,1,0,0,2,2,0,0,0,1,0,1,1,0,1,0,0,0,3,4,0,0,0,0,0,0,3
2,1,2,0,0,2,1,1,0,1,1,0,0,2,2,0,0,0,1,0,1,1,0,1,0,0,0,3,4,0,0,0,0,0,0,3
1,1,2,0,0,1,1,2,0,2,1,0,0,2,2,0,0,0,1,0,1,1,0,1,0,0,0,3,4,0,0,0,0,0,0,3
2,1,2,0,0,1,1,2,0,2,1,0,0,2,2,0,0,0,1,0,1,1,0,1,0,0,0,3,4,0,0,0,0,0,0,3
0,1,2,1,1,1,1,1,0,0,1,1,0,2,2,0,0,0,1,0,1,2,0,1,0,0,0,3,4,0,0,0,0,0,0,4
1,1,2,1,0.20677,3,1,0.77819,0.54887,1.0148,1,1,0,2,2,0,0,0,1,0.067669,2,2,0.16912,0,0,0,0,0.54965,1.0846,0.18345,0.11151,0.10294,0.097122,0.058824,1,4
2,1,2,2,0.20677,2,1,0.77819,0.54887,1.0148,1,1,1.1454,0.82624,1.3014,0.17082,0.049645,0.1083,1,0.067669,3,2,0.16912,0,0,0,0,0.54965,1.0846,0.18345,0.11151,0.10294,0.097122,0.058824,1,4
1,1,2,0,0,2,1,2,1,1,1,1,0,2,2,0,0,0,1,0,2,2,0,0,0,0,0,3,4,0,0,0,0,0,0,4
2,1,2,2,0.20677,2,1,0.77819,0.54887,1.0148,1,1,1.1454,0.82624,1.3014,0.17082,0.049645,0.1083,1,0.067669,2,2,0.16912,0,0,0,0,0.54965,1.0846,0.18345,0.11151,0.10294,0.097122,0.058824,1,4
3,1,2,1,0.20677,2,1,0.77819,0.54887,1.0148,1,1,1.1454,0.82624,1.3014,0.17082,0.049645,0.1083,1,0.067669,3,2,0.16912,0,0,0,0,0.54965,1.0846,0.18345,0.11151,0.10294,0.097122,0.058824,1,4
0,1,1,1,0,1,1,1,0,0,1,1,0,2,2,0,0,0,1,0,1,2,0,0,0,0,0,3,4,0,0,0,0,0,0,4
3,1,2,0,0,2,1,2,1,1,1,1,0,2,2,0,0,0,1,0,2,2,0,0,0,0,0,3,4,0,0,0,0,0,0,4
2,1,1,1,0.20677,0,1,0.77819,0.54887,1.0148,1,1,0,2,2,0,0,0,1,0.067669,2,2,0.16912,0,0,0,0,0.54965,1.0846,0.18345,0.11151,0.10294,0.097122,0.058824,1,4
2,1,2,0,0,1,1,2,0,1,1,1,0,2,2,0,0,0,1,0,1,2,0,0,0,0,0,3,4,0,0,0,0,0,0,4
2,1,2,1,0.20677,1,1,0.77819,0.54887,1.0148,1,1,0,2,2,0,0,0,1,0.067669,2,2,0.16912,0,0,0,0,0.54965,1.0846,0.18345,0.11151,0.10294,0.097122,0.058824,1,4
1,1,2,1,0.20677,1,1,0.77819,0.54887,1.0148,1,1,1.1454,0.82624,1.3014,0.17082,0.049645,0.1083,1,0.067669,1,2,0.16912,0,0,0,0,0.54965,1.0846,0.18345,0.11151,0.10294,0.097122,0.058824,1,4
0,1,2,1,0,3,1,1,0,0,1,1,0,2,2,0,0,0,1,0,1,2,0,0,0,0,0,3,4,0,0,0,0,0,0,4
0,1,1,1,1,2,1,2,1,0,1,1,0,2,2,0,0,0,1,1,2,2,0,1,0,0,0,3,4,0,0,0,0,0,0,4
3,1,2,0,0,1,1,2,1,0,1,1,0,2,2,0,0,0,1,0,2,2,0,0,0,0,0,3,4,0,0,0,0,0,0,4
2,1,2,2,0.20677,3,1,0.77819,0.54887,1.0148,1,1,1.1454,0.82624,1.3014,0.17082,0.049645,0.1083,1,0.067669,3,2,0.16912,0,0,0,0,0.54965,1.0846,0.18345,0.11151,0.10294,0.097122,0.058824,1,4
0,1,2,1,0,2,1,1,0,1,1,1,0,2,2,0,0,0,1,0,1,2,0,0,0,0,0,3,4,0,0,0,0,0,0,4
2,1,1,2,0.20677,2,1,0.77819,0.54887,1.0148,1,1,0,2,2,0,0,0,1,0.067669,2,2,0.16912,0,0,0,0,0.54965,1.0846,0.18345,0.11151,0.10294,0.097122,0.058824,1,4
2,1,2,1,1,1,1,2,0,2,1,1,0,2,2,0,0,0,1,0,1,2,0,1,0,0,0,3,4,0,0,0,0,0,0,4
0,1,2,1,0,3,1,1,0,2,1,1,0,2,2,0,0,0,1,0,1,2,0,0,0,0,0,3,4,0,0,0,0,0,0,4
1,1,2,1,0,0,1,2,1,1,1,1,0,2,2,0,0,0,1,0,2,2,0,0,0,0,0,3,4,0,0,0,0,0,0,4
1,1,2,1,0.20677,0,1,0.77819,0.54887,1.0148,1,1,0,2,2,0,0,0,1,0.067669,1,2,0.16912,0,0,0,0,0.54965,1.0846,0.18345,0.11151,0.10294,0.097122,0.058824,1,4
3,1,2,1,0.20677,1,1,0.77819,0.54887,1.0148,1,1,1.1454,0.82624,1.3014,0.17082,0.049645,0.1083,1,0.067669,3,2,0.16912,0,0,0,0,0.54965,1.0846,0.18345,0.11151,0.10294,0.097122,0.058824,1,4
2,1,2,1,0.20677,1,1,0.77819,0.54887,1.0148,1,1,0,2,2,0,0,0,1,0.067669,3,2,0.16912,0,0,0,0,0.54965,1.0846,0.18345,0.11151,0.10294,0.097122,0.058824,1,4
3,1,2,2,0.20677,2,1,0.77819,0.54887,1.0148,1,1,1.1454,0.82624,1.3014,0.17082,0.049645,0.1083,1,0.067669,2,2,0.16912,0,0,0,0,0.54965,1.0846,0.18345,0.11151,0.10294,0.097122,0.058824,1,4
1,1,2,1,1,3,1,2,0,1,1,1,0,2,2,0,0,0,1,1,1,2,0,1,0,0,0,3,4,0,0,0,0,0,0,4
3,1,1,1,0.20677,3,1,0.77819,0.54887,1.0148,1,1,0,2,2,0,0,0,1,0.067669,2,2,0.16912,0,0,0,0,0.54965,1.0846,0.18345,0.11151,0.10294,0.097122,0.058824,1,4
2,1,2,2,0.20677,1,1,0.77819,0.54887,1.0148,1,1,1.1454,0.82624,1.3014,0.17082,0.049645,0.1083,1,0.067669,2,2,0.16912,0,0,0,0,0.54965,1.0846,0.18345,0.11151,0.10294,0.097122,0.058824,1,4
3,1,1,2,0.20677,2,1,0.77819,0.54887,1.0148,1,1,0,2,2,0,0,0,1,0.067669,2,2,0.16912,0,0,0,0,0.54965,1.0846,0.18345,0.11151,0.10294,0.097122,0.058824,1,4
1,1,2,2,0.20677,1,1,0.77819,0.54887,1.0148,1,1,1.1454,0.82624,1.3014,0.17082,0.049645,0.1083,1,0.067669,1,2,0.16912,0,0,0,0,0.54965,1.0846,0.18345,0.11151,0.10294,0.097122,0.058824,1,4
2,1,2,2,0.20677,3,1,0.77819,0.54887,1.0148,1,1,0,2,2,0,0,0,1,0.067669,2,2,0.16912,0,0,0,0,0.54965,1.0846,0.18345,0.11151,0.10294,0.097122,0.058824,1,4
3,1,1,1,0.20677,0,1,0.77819,0.54887,1.0148,1,1,0,2,2,0,0,0,1,0.067669,3,2,0.16912,0,0,0,0,0.54965,1.0846,0.18345,0.11151,0.10294,0.097122,0.058824,1,4
2,1,2,0,0,1,1,2,0,0,1,1,0,2,2,0,0,0,1,0,1,2,0,0,0,0,0,3,4,0,0,0,0,0,0,4
3,1,1,1,0.20677,1,1,0.77819,0.54887,1.0148,1,1,0,2,2,0,0,0,1,0.067669,3,2,0.16912,0,0,0,0,0.54965,1.0846,0.18345,0.11151,0.10294,0.097122,0.058824,1,4
2,1,2,2,0.20677,1,1,0.77819,0.54887,1.0148,1,1,1.1454,0.82624,1.3014,0.17082,0.049645,0.1083,1,0.067669,1,2,0.16912,0,0,0,0,0.54965,1.0846,0.18345,0.11151,0.10294,0.097122,0.058824,1,4
1,1,2,0,0,0,1,2,1,0,1,1,0,2,2,0,0,0,1,0,2,2,0,0,0,0,0,3,4,0,0,0,0,0,0,4
3,1,2,1,0.20677,2,1,0.77819,0.54887,1.0148,1,1,1.1454,0.82624,1.3014,0.17082,0.049645,0.1083,1,0.067669,2,2,0.16912,0,0,0,0,0.54965,1.0846,0.18345,0.11151,0.10294,0.097122,0.058824,1,4
